caseID,prefix,ElapsedAct,StartTime,LastTime,NextTime,predictedEndTime,Duration
7731,9,a1-a1-a2-a2-a2-a2-a3-a5-a5-a5,2012-02-03 20:28:00,2012-02-15 22:28:00,2012-02-15 23:28:00,2012-02-17 03:52:00,1D 5H 24M
7731,10,a1-a1-a2-a2-a2-a2-a3-a5-a5-a5-a5,2012-02-03 20:28:00,2012-02-15 23:28:00,2012-02-15 23:34:00,2012-02-16 17:19:00,0D 17H 51M
7731,11,a1-a1-a2-a2-a2-a2-a3-a5-a5-a5-a5-a5,2012-02-03 20:28:00,2012-02-15 23:34:00,2012-02-16 01:18:00,2012-02-16 12:24:00,0D 12H 50M
7731,12,a1-a1-a2-a2-a2-a2-a3-a5-a5-a5-a5-a5-a5,2012-02-03 20:28:00,2012-02-16 01:18:00,2012-02-16 03:48:00,2012-02-16 12:31:00,0D 11H 13M
7731,13,a1-a1-a2-a2-a2-a2-a3-a5-a5-a5-a5-a5-a5-a5,2012-02-03 20:28:00,2012-02-16 03:48:00,2012-02-16 03:54:00,2012-02-18 05:34:00,2D 1H 46M
7731,14,a1-a1-a2-a2-a2-a2-a3-a5-a5-a5-a5-a5-a5-a5-a5,2012-02-03 20:28:00,2012-02-16 03:54:00,2012-02-16 18:30:00,2012-02-18 12:48:00,2D 8H 54M
7731,15,a1-a1-a2-a2-a2-a2-a3-a5-a5-a5-a5-a5-a5-a5-a5-a5,2012-02-03 20:28:00,2012-02-16 18:30:00,2012-02-16 18:33:00,2012-02-19 10:02:00,2D 15H 32M
7731,16,a1-a1-a2-a2-a2-a2-a3-a5-a5-a5-a5-a5-a5-a5-a5-a5-a5,2012-02-03 20:28:00,2012-02-16 18:33:00,2012-02-17 01:16:00,2012-02-19 13:09:00,2D 18H 36M
7731,17,a1-a1-a2-a2-a2-a2-a3-a5-a5-a5-a5-a5-a5-a5-a5-a5-a5-a5,2012-02-03 20:28:00,2012-02-17 01:16:00,2012-02-20 19:32:00,2012-02-19 04:08:00,2D 2H 52M
7731,18,a1-a1-a2-a2-a2-a2-a3-a5-a5-a5-a5-a5-a5-a5-a5-a5-a5-a5-a5,2012-02-03 20:28:00,2012-02-20 19:32:00,2012-02-20 22:13:00,2012-02-24 20:02:00,4D 0H 30M
7731,19,a1-a1-a2-a2-a2-a2-a3-a5-a5-a5-a5-a5-a5-a5-a5-a5-a5-a5-a5-a5,2012-02-03 20:28:00,2012-02-20 22:13:00,2012-02-20 23:02:00,2012-02-26 07:40:00,5D 9H 27M
7732,2,a1-a2-a2,2012-02-04 02:41:00,2012-02-04 02:49:00,2012-02-11 05:48:00,2012-02-17 23:32:00,13D 20H 43M
7732,3,a1-a2-a2-a2,2012-02-04 02:41:00,2012-02-11 05:48:00,2012-02-15 04:13:00,2012-02-24 06:09:00,13D 0H 21M
7732,4,a1-a2-a2-a2-a2,2012-02-04 02:41:00,2012-02-15 04:13:00,2012-02-18 04:40:00,2012-03-01 09:03:00,15D 4H 50M
7732,5,a1-a2-a2-a2-a2-a2,2012-02-04 02:41:00,2012-02-18 04:40:00,2012-02-19 01:29:00,2012-02-29 09:49:00,11D 5H 9M
7732,6,a1-a2-a2-a2-a2-a2-a2,2012-02-04 02:41:00,2012-02-19 01:29:00,2012-02-23 04:27:00,2012-02-29 08:48:00,10D 7H 19M
7732,7,a1-a2-a2-a2-a2-a2-a2-a2,2012-02-04 02:41:00,2012-02-23 04:27:00,2012-02-26 00:17:00,2012-03-02 15:50:00,8D 11H 23M
7732,8,a1-a2-a2-a2-a2-a2-a2-a2-a2,2012-02-04 02:41:00,2012-02-26 00:17:00,2012-03-02 02:27:00,2012-03-05 22:01:00,8D 21H 44M
7732,9,a1-a2-a2-a2-a2-a2-a2-a2-a2-a2,2012-02-04 02:41:00,2012-03-02 02:27:00,2012-03-02 03:33:00,2012-03-09 11:37:00,7D 9H 10M
7732,10,a1-a2-a2-a2-a2-a2-a2-a2-a2-a2-a2,2012-02-04 02:41:00,2012-03-02 03:33:00,2012-03-02 04:42:00,2012-03-09 08:16:00,7D 4H 43M
7733,2,a1-a1-a2,2012-02-03 19:14:00,2012-02-12 00:34:00,2012-02-16 02:41:00,2012-02-28 23:14:00,16D 22H 40M
7733,3,a1-a1-a2-a2,2012-02-03 19:14:00,2012-02-16 02:41:00,2012-02-16 21:38:00,2012-03-04 06:40:00,17D 3H 59M
7735,2,a1-a1-a1,2012-02-03 21:54:00,2012-02-04 00:14:00,2012-02-10 19:44:00,2012-02-17 21:41:00,13D 21H 27M
7735,3,a1-a1-a1-a2,2012-02-03 21:54:00,2012-02-10 19:44:00,2012-02-10 21:14:00,2012-02-26 02:39:00,15D 6H 55M
7735,4,a1-a1-a1-a2-a2,2012-02-03 21:54:00,2012-02-10 21:14:00,2012-02-10 21:21:00,2012-02-27 15:35:00,16D 18H 21M
7735,5,a1-a1-a1-a2-a2-a2,2012-02-03 21:54:00,2012-02-10 21:21:00,2012-02-12 01:32:00,2012-02-19 00:44:00,8D 3H 23M
7735,6,a1-a1-a1-a2-a2-a2-a2,2012-02-03 21:54:00,2012-02-12 01:32:00,2012-02-13 20:21:00,2012-02-20 13:46:00,8D 12H 14M
7735,7,a1-a1-a1-a2-a2-a2-a2-a2,2012-02-03 21:54:00,2012-02-13 20:21:00,2012-02-13 23:48:00,2012-02-26 08:23:00,12D 12H 2M
7735,8,a1-a1-a1-a2-a2-a2-a2-a2-a3,2012-02-03 21:54:00,2012-02-13 23:48:00,2012-02-13 23:59:00,2012-02-22 15:20:00,8D 15H 32M
7735,9,a1-a1-a1-a2-a2-a2-a2-a2-a3-a3,2012-02-03 21:54:00,2012-02-13 23:59:00,2012-02-14 01:05:00,2012-02-13 21:55:00,0D -2H -4M
7735,10,a1-a1-a1-a2-a2-a2-a2-a2-a3-a3-a3,2012-02-03 21:54:00,2012-02-14 01:05:00,2012-02-14 01:43:00,2012-02-14 04:00:00,0D 2H 55M
7735,11,a1-a1-a1-a2-a2-a2-a2-a2-a3-a3-a3-a5,2012-02-03 21:54:00,2012-02-14 01:43:00,2012-02-14 02:35:00,2012-02-15 07:07:00,1D 5H 24M
7735,12,a1-a1-a1-a2-a2-a2-a2-a2-a3-a3-a3-a5-a5,2012-02-03 21:54:00,2012-02-14 02:35:00,2012-02-14 02:37:00,2012-02-15 22:25:00,1D 19H 50M
7735,13,a1-a1-a1-a2-a2-a2-a2-a2-a3-a3-a3-a5-a5-a5,2012-02-03 21:54:00,2012-02-14 02:37:00,2012-02-14 06:02:00,2012-02-15 00:16:00,0D 21H 39M
7735,14,a1-a1-a1-a2-a2-a2-a2-a2-a3-a3-a3-a5-a5-a5-a3,2012-02-03 21:54:00,2012-02-14 06:02:00,2012-02-14 20:23:00,2012-02-14 21:40:00,0D 15H 38M
7736,2,a4-a1-a1,2012-02-03 19:27:00,2012-02-04 02:47:00,2012-02-05 00:40:00,2012-02-12 05:54:00,8D 3H 7M
7736,3,a4-a1-a1-a1,2012-02-03 19:27:00,2012-02-05 00:40:00,2012-02-07 03:13:00,2012-02-12 00:54:00,7D 0H 14M
7736,4,a4-a1-a1-a1-a1,2012-02-03 19:27:00,2012-02-07 03:13:00,2012-02-07 03:14:00,2012-02-14 02:46:00,6D 23H 33M
7736,5,a4-a1-a1-a1-a1-a2,2012-02-03 19:27:00,2012-02-07 03:14:00,2012-02-14 04:13:00,2012-02-14 18:22:00,7D 15H 8M
7736,6,a4-a1-a1-a1-a1-a2-a2,2012-02-03 19:27:00,2012-02-14 04:13:00,2012-02-16 18:55:00,2012-02-23 00:50:00,8D 20H 37M
7736,7,a4-a1-a1-a1-a1-a2-a2-a2,2012-02-03 19:27:00,2012-02-16 18:55:00,2012-02-17 21:22:00,2012-03-01 13:40:00,13D 18H 45M
7737,2,a4-a1-a1,2012-02-03 20:58:00,2012-02-04 03:12:00,2012-02-12 00:07:00,2012-02-13 13:01:00,9D 9H 49M
7737,3,a4-a1-a1-a2,2012-02-03 20:58:00,2012-02-12 00:07:00,2012-02-18 04:38:00,2012-02-20 15:53:00,8D 15H 46M
7737,4,a4-a1-a1-a2-a2,2012-02-03 20:58:00,2012-02-18 04:38:00,2012-02-20 21:08:00,2012-03-02 03:59:00,12D 23H 21M
7737,5,a4-a1-a1-a2-a2-a2,2012-02-03 20:58:00,2012-02-20 21:08:00,2012-02-25 03:55:00,2012-03-04 20:19:00,12D 23H 11M
7737,6,a4-a1-a1-a2-a2-a2-a2,2012-02-03 20:58:00,2012-02-25 03:55:00,2012-03-02 02:58:00,2012-03-03 15:30:00,7D 11H 35M
7737,7,a4-a1-a1-a2-a2-a2-a2-a2,2012-02-03 20:58:00,2012-03-02 02:58:00,2012-03-02 03:32:00,2012-03-12 00:16:00,9D 21H 18M
7737,8,a4-a1-a1-a2-a2-a2-a2-a2-a2,2012-02-03 20:58:00,2012-03-02 03:32:00,2012-03-02 03:38:00,2012-03-11 17:17:00,9D 13H 45M
7737,9,a4-a1-a1-a2-a2-a2-a2-a2-a2-a2,2012-02-03 20:58:00,2012-03-02 03:38:00,2012-03-10 21:40:00,2012-03-08 00:02:00,5D 20H 24M
7737,10,a4-a1-a1-a2-a2-a2-a2-a2-a2-a2-a2,2012-02-03 20:58:00,2012-03-10 21:40:00,2012-03-14 19:59:00,2012-03-18 03:03:00,7D 5H 23M
7738,2,a1-a2-a2,2012-02-03 19:00:00,2012-02-08 20:01:00,2012-02-11 19:23:00,2012-02-21 15:49:00,12D 19H 48M
7738,3,a1-a2-a2-a3,2012-02-03 19:00:00,2012-02-11 19:23:00,2012-02-11 19:24:00,2012-02-19 23:15:00,8D 3H 52M
7738,4,a1-a2-a2-a3-a5,2012-02-03 19:00:00,2012-02-11 19:24:00,2012-02-11 19:34:00,2012-02-15 00:12:00,3D 4H 48M
7738,5,a1-a2-a2-a3-a5-a5,2012-02-03 19:00:00,2012-02-11 19:34:00,2012-02-11 20:52:00,2012-02-14 00:09:00,2D 4H 35M
7738,6,a1-a2-a2-a3-a5-a5-a5,2012-02-03 19:00:00,2012-02-11 20:52:00,2012-02-14 01:19:00,2012-02-14 11:10:00,2D 14H 18M
7738,7,a1-a2-a2-a3-a5-a5-a5-a5,2012-02-03 19:00:00,2012-02-14 01:19:00,2012-02-14 19:54:00,2012-02-16 19:42:00,2D 18H 23M
7738,8,a1-a2-a2-a3-a5-a5-a5-a5-a5,2012-02-03 19:00:00,2012-02-14 19:54:00,2012-02-14 20:27:00,2012-02-18 15:15:00,3D 19H 21M
7738,9,a1-a2-a2-a3-a5-a5-a5-a5-a5-a5,2012-02-03 19:00:00,2012-02-14 20:27:00,2012-02-14 20:50:00,2012-02-15 16:15:00,0D 19H 48M
7738,10,a1-a2-a2-a3-a5-a5-a5-a5-a5-a5-a5,2012-02-03 19:00:00,2012-02-14 20:50:00,2012-02-16 18:50:00,2012-02-15 04:53:00,0D 8H 3M
7738,11,a1-a2-a2-a3-a5-a5-a5-a5-a5-a5-a5-a5,2012-02-03 19:00:00,2012-02-16 18:50:00,2012-02-17 23:54:00,2012-02-17 05:40:00,0D 10H 50M
7738,12,a1-a2-a2-a3-a5-a5-a5-a5-a5-a5-a5-a5-a5,2012-02-03 19:00:00,2012-02-17 23:54:00,2012-02-20 15:15:00,2012-02-21 23:43:00,3D 23H 49M
7738,13,a1-a2-a2-a3-a5-a5-a5-a5-a5-a5-a5-a5-a5-a5,2012-02-03 19:00:00,2012-02-20 15:15:00,2012-02-20 18:34:00,2012-02-24 10:26:00,3D 19H 11M
7738,14,a1-a2-a2-a3-a5-a5-a5-a5-a5-a5-a5-a5-a5-a5-a5,2012-02-03 19:00:00,2012-02-20 18:34:00,2012-02-20 20:22:00,2012-02-24 20:40:00,4D 2H 6M
7738,15,a1-a2-a2-a3-a5-a5-a5-a5-a5-a5-a5-a5-a5-a5-a5-a5,2012-02-03 19:00:00,2012-02-20 20:22:00,2012-02-20 22:58:00,2012-02-21 17:31:00,0D 21H 9M
7738,16,a1-a2-a2-a3-a5-a5-a5-a5-a5-a5-a5-a5-a5-a5-a5-a5-a5,2012-02-03 19:00:00,2012-02-20 22:58:00,2012-02-21 01:15:00,2012-02-21 19:03:00,0D 20H 5M
7738,17,a1-a2-a2-a3-a5-a5-a5-a5-a5-a5-a5-a5-a5-a5-a5-a5-a5-a3,2012-02-03 19:00:00,2012-02-21 01:15:00,2012-02-21 18:23:00,2012-02-21 19:17:00,0D 18H 2M
7739,2,a4-a1-a1,2012-02-03 21:06:00,2012-02-04 03:20:00,2012-02-07 02:36:00,2012-02-12 02:34:00,7D 23H 14M
7739,3,a4-a1-a1-a1,2012-02-03 21:06:00,2012-02-07 02:36:00,2012-02-07 21:15:00,2012-02-14 02:51:00,7D 0H 15M
7739,4,a4-a1-a1-a1-a1,2012-02-03 21:06:00,2012-02-07 21:15:00,2012-02-08 20:16:00,2012-02-17 08:22:00,9D 11H 7M
7739,5,a4-a1-a1-a1-a1-a1,2012-02-03 21:06:00,2012-02-08 20:16:00,2012-02-09 05:46:00,2012-02-19 09:32:00,10D 13H 16M
